sample,spec,se_type,status,error_message,min_eigenvalue,max_eigenvalue,n_negative_eigenvalues,eigenvalue_ratio_abs_min_to_max,repair_required,vcov_repaired
main_1972_start,minimal_full_panel,heteroskedastic,ok,NA,2.232466609795402e-6,6.807041268951542e-5,0,0.03279643124801062,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_cz,ok,NA,8.842079213579871e-8,1.5644221765298642e-4,0,5.651977673439149e-4,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_state,ok,NA,6.24492316017256e-8,2.731980459273172e-4,0,2.2858593805001032e-4,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_cz_year,repair_required,Unrepaired VCOV is not positive semidefinite.,-4.0280805474414496e-5,1.3673543241497907e-4,10,0.2945893742608432,TRUE,FALSE
main_1972_start,minimal_full_panel,newey_west_lag1,ok,NA,1.2362701698799302e-6,8.17761753386069e-5,0,0.015117730375148537,FALSE,FALSE
main_1972_start,minimal_full_panel,driscoll_kraay_lag1,ok,NA,8.179541540326271e-37,6.611259513674094e-31,0,1.2372138052376393e-6,FALSE,FALSE
main_1972_start,minimal_full_panel,conley_250km,ok,NA,8.348771829197567e-8,2.9067481246780965e-4,0,2.872203393997937e-4,FALSE,FALSE
main_1972_start,minimal_full_panel,conley_500km,repair_required,Unrepaired VCOV is not positive semidefinite.,-5.708551539186876e-6,4.6784312292694706e-4,2,0.012201849849737467,TRUE,FALSE
main_1972_start,minimal_full_panel,conley_750km,repair_required,Unrepaired VCOV is not positive semidefinite.,-4.140904695694675e-6,5.329969556676619e-4,4,0.007769096336596417,TRUE,FALSE
main_1972_start,minimal_full_panel,conley_1000km,repair_required,Unrepaired VCOV is not positive semidefinite.,-7.27460681712673e-6,6.209692924180144e-4,4,0.011714921987204682,TRUE,FALSE
main_1972_start,interacted_core_controls_diagnostic,heteroskedastic,ok,NA,1.068990632246316e-6,0.0013240636584058488,0,8.07355919377293e-4,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,cluster_cz,ok,NA,3.395018091346588e-8,0.0016274603510828558,0,2.0860834422710578e-5,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,cluster_state,ok,NA,-2.3431392000814654e-20,0.004007685926594159,1,5.8466138390059156e-18,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,cluster_cz_year,repair_required,Unrepaired VCOV is not positive semidefinite.,-4.3852271383084806e-4,9.471023143744573e-4,35,0.4630151433221698,TRUE,FALSE
main_1972_start,interacted_core_controls_diagnostic,newey_west_lag1,ok,NA,6.500007597924325e-7,0.0013823540283121939,0,4.702129458009109e-4,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,driscoll_kraay_lag1,ok,NA,-1.6837351147106153e-43,8.05151274092235e-28,17,2.0912034407558212e-16,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,conley_250km,repair_required,Unrepaired VCOV is not positive semidefinite.,-1.0737227737586641e-5,0.0046074631009626835,7,0.0023303990726139955,TRUE,FALSE
main_1972_start,interacted_core_controls_diagnostic,conley_500km,repair_required,Unrepaired VCOV is not positive semidefinite.,-8.361351775599262e-5,0.0065605668116386785,18,0.012744861862798084,TRUE,FALSE
main_1972_start,interacted_core_controls_diagnostic,conley_750km,repair_required,Unrepaired VCOV is not positive semidefinite.,-1.850101782936321e-4,0.0071247973736339384,21,0.025967079285409814,TRUE,FALSE
main_1972_start,interacted_core_controls_diagnostic,conley_1000km,repair_required,Unrepaired VCOV is not positive semidefinite.,-3.3336809614647014e-4,0.005643954726155392,22,0.05906640154315293,TRUE,FALSE
main_1972_start,interacted_controls_full_panel,heteroskedastic,ok,NA,1.0389120077758531e-6,0.0019602385489683816,0,5.299926421315422e-4,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,cluster_cz,ok,NA,1.9177897580941678e-8,0.002429343637852629,0,7.894271227060165e-6,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,cluster_state,ok,NA,-1.4240637141015202e-18,0.004290650354580792,20,3.3189926850626704e-16,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,cluster_cz_year,repair_required,Unrepaired VCOV is not positive semidefinite.,-6.599934245208215e-4,0.0016234912913181646,63,0.4065272342698874,TRUE,FALSE
main_1972_start,interacted_controls_full_panel,newey_west_lag1,ok,NA,5.809914941071815e-7,0.0021114219184685547,0,2.7516598602357183e-4,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,driscoll_kraay_lag1,ok,NA,-9.704063468260985e-42,1.7208056329221745e-26,36,5.6392559871983305e-16,FALSE,FALSE
main_1972_start,interacted_controls_full_panel,conley_250km,repair_required,Unrepaired VCOV is not positive semidefinite.,-9.750404606808524e-5,0.006616937917933156,23,0.014735523784170739,TRUE,FALSE
main_1972_start,interacted_controls_full_panel,conley_500km,repair_required,Unrepaired VCOV is not positive semidefinite.,-7.047548008246212e-4,0.012928754010670541,36,0.0545106512385465,TRUE,FALSE
main_1972_start,interacted_controls_full_panel,conley_750km,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.0011571691025897518,0.01589851439223381,40,0.0727847315819025,TRUE,FALSE
main_1972_start,interacted_controls_full_panel,conley_1000km,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.0019802050311262965,0.016216393648073736,40,0.12211130748922805,TRUE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,heteroskedastic,ok,NA,6.604936028612858e-8,0.006166921119985912,0,1.0710265138964428e-5,FALSE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,ok,NA,8.604015094483092e-10,0.0069300838695012315,0,1.2415455940365604e-7,FALSE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,ok,NA,-7.573738936050189e-19,0.010786046032136946,17,7.021793633630237e-17,FALSE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.001935501438038423,0.0036205076257047426,63,0.5345939404454844,TRUE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,ok,NA,4.033061306922469e-8,0.0067841255289921975,0,5.944850651254964e-6,FALSE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,driscoll_kraay_lag1,ok,NA,-3.064954360619434e-41,1.3548721666624641e-25,36,2.2621723554699005e-16,FALSE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_250km,repair_required,Unrepaired VCOV is not positive semidefinite.,-1.389761791093705e-5,0.008694380626477656,23,0.0015984597992654683,TRUE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_500km,repair_required,Unrepaired VCOV is not positive semidefinite.,-7.092075937325485e-4,0.009915928081135332,36,0.07152205904778479,TRUE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_750km,repair_required,Unrepaired VCOV is not positive semidefinite.,-3.93933245147464e-4,0.012818436786820184,40,0.030731769536243535,TRUE,FALSE
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_1000km,repair_required,Unrepaired VCOV is not positive semidefinite.,-0.002858313858149969,0.012922738880163591,40,0.2211848343184804,TRUE,FALSE
diagnostic_1952_start,minimal_full_panel,heteroskedastic,ok,NA,1.987071479631153e-6,6.0646952239750256e-5,0,0.03276457276494024,FALSE,FALSE
diagnostic_1952_start,minimal_full_panel,cluster_cz,ok,NA,7.942764808114611e-8,2.146608786360871e-4,0,3.7001454846273676e-4,FALSE,FALSE
diagnostic_1952_start,minimal_full_panel,cluster_state,ok,NA,4.486251084186792e-8,3.380868192142764e-4,0,1.3269523770885152e-4,FALSE,FALSE
diagnostic_1952_start,minimal_full_panel,cluster_cz_year,repair_required,Unrepaired VCOV is not positive semidefinite.,-3.847648640651304e-5,1.9866760857128278e-4,14,0.19367267106709804,TRUE,FALSE
diagnostic_1952_start,minimal_full_panel,newey_west_lag1,ok,NA,1.4074038860796734e-6,8.252818361645211e-5,0,0.017053615194302003,FALSE,FALSE
diagnostic_1952_start,minimal_full_panel,driscoll_kraay_lag1,ok,NA,1.596711731290619e-36,5.635402458430537e-30,0,2.8333588294158923e-7,FALSE,FALSE
diagnostic_1952_start,minimal_full_panel,conley_250km,repair_required,Unrepaired VCOV is not positive semidefinite.,-7.65882211791808e-8,3.811892122922979e-4,1,2.0091917270851975e-4,TRUE,FALSE
diagnostic_1952_start,minimal_full_panel,conley_500km,repair_required,Unrepaired VCOV is not positive semidefinite.,-1.1191332907954858e-5,6.307377084244247e-4,4,0.017743243758028476,TRUE,FALSE
diagnostic_1952_start,minimal_full_panel,conley_750km,repair_required,Unrepaired VCOV is not positive semidefinite.,-2.3310520277737083e-5,7.003235465173751e-4,7,0.03328535845132939,TRUE,FALSE
diagnostic_1952_start,minimal_full_panel,conley_1000km,repair_required,Unrepaired VCOV is not positive semidefinite.,-1.5150848367671582e-5,7.61130121945915e-4,7,0.019905726932652107,TRUE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,heteroskedastic,ok,NA,1.441638523464628e-6,0.0019205461667396945,0,7.506398692367511e-4,FALSE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,cluster_cz,ok,NA,2.748644821771736e-8,0.002063822913883866,0,1.3318220295360118e-5,FALSE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,cluster_state,ok,NA,-5.7832078753133505e-19,0.004815446212834825,10,1.2009702984323876e-16,FALSE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,cluster_cz_year,repair_required,Unrepaired VCOV is not positive semidefinite.,-4.953629790080713e-4,0.0011789985160328598,53,0.4201557273158307,TRUE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,newey_west_lag1,ok,NA,7.011871335727472e-7,0.002024251883122873,0,3.463932228093103e-4,FALSE,FALSE
diagnostic_1952_start,interacted_core_controls_diagnostic,driscoll_kraay_lag1,ok,NA,-5.899383219588015e-43,1.967578433037309e-27,24,2.9982963426170833e-16,FALSE,FALSE
