sample,spec,se_type,status,error_message,min_eigenvalue,max_eigenvalue,n_negative_eigenvalues,eigenvalue_ratio_abs_min_to_max,repair_required,vcov_repaired
main_1972_start,minimal_full_panel,heteroskedastic,ok,NA,2.232980674351946e-6,6.809329412039072e-5,0,0.032792960058650976,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_cz,ok,NA,8.851544843538508e-8,1.5652791217439987e-4,0,5.654930625840276e-4,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_state,ok,NA,6.290849144741068e-8,2.732411742114144e-4,0,2.3023064378553947e-4,FALSE,FALSE
main_1972_start,minimal_full_panel,cluster_cz_year,repair_required,Unrepaired VCOV is not positive semidefinite.,-4.0305352231508135e-5,1.3681029798999071e-4,10,0.2946075903910168,TRUE,FALSE
main_1972_start,minimal_full_panel,newey_west_lag1,ok,NA,1.236138745196694e-6,8.180784936324462e-5,0,0.01511027065028894,FALSE,FALSE
main_1972_start,minimal_full_panel,driscoll_kraay_lag1,ok,NA,2.3964211645815975e-37,6.3726107412128145e-31,0,3.7605014049948364e-7,FALSE,FALSE
main_1972_start,minimal_full_panel,conley_250km,ok,NA,8.345311976165591e-8,2.905609334216074e-4,0,2.872138342168816e-4,FALSE,FALSE
main_1972_start,minimal_full_panel,conley_500km,repair_required,Unrepaired VCOV is not positive semidefinite.,-5.72597889925401e-6,4.67557154269985e-4,2,0.01224658599908326,TRUE,FALSE
main_1972_start,minimal_full_panel,conley_750km,repair_required,Unrepaired VCOV is not positive semidefinite.,-4.132535422950896e-6,5.328641316222284e-4,4,0.007755326691571423,TRUE,FALSE
main_1972_start,minimal_full_panel,conley_1000km,repair_required,Unrepaired VCOV is not positive semidefinite.,-7.276633673260479e-6,6.204307518170512e-4,4,0.011728357519271012,TRUE,FALSE
main_1972_start,interacted_core_controls_diagnostic,heteroskedastic,ok,NA,1.0680244664574357e-6,0.0013247259259759844,0,8.062229669662233e-4,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,cluster_cz,ok,NA,3.353663796418216e-8,0.0016287717328458597,0,2.0590139973503536e-5,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,cluster_state,ok,NA,3.7938155108761624e-20,0.004009679557789901,0,9.461642647990752e-18,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,cluster_cz_year,repair_required,Unrepaired VCOV is not positive semidefinite.,-4.389083521063509e-4,9.484775824930695e-4,35,0.46275036986396884,TRUE,FALSE
