sample,spec,spec_label,se_type,year,term,estimate,std.error,conf.low,conf.high,statistic,p.value,vcov_repair_required,vcov_repaired
main_1972_start,minimal_full_panel,Minimal,cluster_cz,1972,es_1972,1.5523237222318798e-4,0.0018992722552838188,-0.0035672728449692593,0.0038777375894156352,0.08173255403027553,0.9348820738186931,FALSE,FALSE
main_1972_start,minimal_full_panel,Minimal,cluster_cz,1976,es_1976,-0.007399481198505588,0.003993656058542252,-0.015226903239888585,4.279408428774084e-4,-1.85280882730961,0.06431820014974576,FALSE,FALSE
main_1972_start,minimal_full_panel,Minimal,cluster_cz,1980,es_1980,-0.007258212587310608,0.0038489729134540563,-0.01480206087515076,2.856357005295426e-4,-1.88575309582969,0.059729997228460334,FALSE,FALSE
main_1972_start,minimal_full_panel,Minimal,cluster_cz,1984,es_1984,-6.259464730083691e-4,0.0013396440363181103,-0.003251600536295733,0.001999707590278995,-0.46724835556221783,0.6404633753974456,FALSE,FALSE
main_1972_start,minimal_full_panel,Minimal,cluster_cz,1992,es_1992,-0.0032781490188070073,0.0012446700365883574,-0.005717657463156339,-8.386405744576762e-4,-2.633749445589949,0.008625852333479154,FALSE,FALSE
main_1972_start,minimal_full_panel,Minimal,cluster_cz,1996,es_1996,-0.0023762833532080165,0.00215973583994052,-0.006609287815611798,0.0018567211091957648,-1.1002657404960507,0.2715835654115866,FALSE,FALSE
main_1972_start,minimal_full_panel,Minimal,cluster_cz,2000,es_2000,-0.0011020127955282052,0.0031463486224586495,-0.007268742778354369,0.005064717187297958,-0.3502513318651447,0.7262523818796611,FALSE,FALSE
main_1972_start,minimal_full_panel,Minimal,cluster_cz,2004,es_2004,-4.990050591497704e-4,0.003417017225623112,-0.007196235755924044,0.0061982256376245035,-0.14603527761226726,0.8839343581799466,FALSE,FALSE
main_1972_start,minimal_full_panel,Minimal,cluster_cz,2008,es_2008,0.0020427025001846805,0.004135451800335081,-0.006062634088273403,0.010148039088642764,0.49394905292310926,0.6214926023470994,FALSE,FALSE
main_1972_start,minimal_full_panel,Minimal,cluster_cz,2012,es_2012,0.0030683840723744575,0.004899629081546723,-0.006534712465062181,0.012671480609811096,0.6262482366126019,0.5313503405805753,FALSE,FALSE
main_1972_start,minimal_full_panel,Minimal,cluster_cz,2016,es_2016,0.00841365078773252,0.006873736691376358,-0.0050586255665766525,0.02188592714204169,1.2240286710848416,0.22134123663497968,FALSE,FALSE
main_1972_start,minimal_full_panel,Minimal,cluster_cz,2020,es_2020,0.008755677968250431,0.006198306660613314,-0.0033927798516863936,0.020904135788187256,1.4125919299681873,0.1582072394032995,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,Core controls,cluster_cz,1972,es_1972,0.0020544344517800656,0.0025064882283677716,-0.0028581922034943722,0.006967061107054503,0.8196465590895338,0.41268848520140955,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,Core controls,cluster_cz,1976,es_1976,-0.005057918538430189,0.0029282746276003096,-0.010797231345369234,6.81394268508855e-4,-1.7272691880594206,0.08454759384749319,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,Core controls,cluster_cz,1980,es_1980,-4.7053450150346364e-4,0.0026112263396773265,-0.005588444082753376,0.004647375079746449,-0.1801967506047784,0.8570487432261702,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,Core controls,cluster_cz,1984,es_1984,3.735042980382618e-4,0.0011359728019510703,-0.0018529614812028872,0.002599970077279411,0.328796866788321,0.7424047080915861,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,Core controls,cluster_cz,1992,es_1992,-0.003439878543313452,0.0013470151775584287,-0.006079979777956797,-7.997773086701062e-4,-2.5537043684604233,0.010862999160804084,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,Core controls,cluster_cz,1996,es_1996,-0.0038842232868773995,0.0025937087880258556,-0.008967799097793109,0.00119935252403831,-1.4975556642323715,0.13468637600116148,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,Core controls,cluster_cz,2000,es_2000,-0.00290146574584973,0.0028737192017216522,-0.008533851882905362,0.0027309203912059014,-1.0096552732471058,0.3129991887226563,FALSE,FALSE
main_1972_start,interacted_core_controls_diagnostic,Core controls,cluster_cz,2004,es_2004,-0.002868515209970771,0.0024085400091197642,-0.007589166883169281,0.001852136463227739,-1.1909767739416177,0.2340546356629164,FALSE,FALSE
